race_eth_code,median_income,affordability_ratio,ave_fam_size
1,14933.0,0.6302286,4.01
2,19231.0,0.4893767,4.01
1,28208.0,0.333636,4.01
1,16997.0,0.5536979,4.01
2,46641.0,0.1434701,2.75
1,52596.0,0.1272262,2.75
1,26083.0,0.2922107,3.07
1,5500.0,1.1779503,2.88
1,6042.0,1.0722818,2.88
1,53036.0,0.1357331,3.13
1,17188.0,0.4188235,3.13
1,31765.0,0.2266249,3.13
2,29048.0,0.2478222,3.13
1,33654.0,0.2139044,3.13
1,30889.0,0.2330518,3.13
2,111250.0,0.0604421,2.78
1,111250.0,0.0604421,2.78
1,90875.0,0.0708856,2.74
1,60879.0,0.1058119,2.74
2,65568.0,0.098245,2.74
1,61118.0,0.1053982,2.74
1,25559.0,0.2846228,3.09
1,46092.0,0.1578294,3.09
2,47061.0,0.1545797,3.09
1,40589.0,0.1792277,3.09
1,66442.0,0.1007861,2.82
1,35857.0,0.1867539,2.82
1,47644.0,0.1405514,2.82
2,49239.0,0.1359986,2.82
1,62045.0,0.1079286,2.82
1,48520.0,0.1380139,2.82
2,24750.0,0.3093378,3.16
1,24750.0,0.3093378,3.16
1,19500.0,0.4164431,3.38
1,16250.0,0.439543,3.25
2,6719.0,1.0630411,3.25
1,10703.0,0.6673431,3.25
1,9792.0,0.7339309,3.28
1,9792.0,0.7339309,3.28
1,89792.0,0.0628977,2.67
2,41305.0,0.1367318,2.67
1,41691.0,0.1354659,2.67
2,33897.0,0.1577044,2.38
1,33897.0,0.1577044,2.38
1,65592.0,0.1168654,3.3
1,48750.0,0.1572397,3.3
2,51875.0,0.1477674,3.3
1,50859.0,0.1507194,3.3
2,16212.0,0.4301604,3.05
1,16174.0,0.431171,3.05
1,28266.0,0.2798512,3.64
2,54531.0,0.1450601,3.64
1,28790.0,0.2747577,3.64
1,36250.0,0.2306572,3.52
1,59250.0,0.1411194,3.52
2,60184.0,0.1389294,3.52
1,58250.0,0.1435421,3.52
1,16632.0,0.4694322,3.76
1,17396.0,0.4488156,3.76
1,34063.0,0.2412379,3.54
1,31837.0,0.258105,3.54
1,24973.0,0.3290469,3.54
2,41063.0,0.2001142,3.54
1,31528.0,0.2606346,3.54
1,27803.0,0.295554,3.54
2,22232.0,0.310108,3.09
1,20402.0,0.3379237,3.09
1,7321.0,0.7049507,2.36
2,7333.0,0.7037971,2.36
1,7330.0,0.7040851,2.36
1,17137.0,0.4334621,3.24
1,37292.0,0.1991913,3.24
1,24904.0,0.298275,3.24
2,43056.0,0.1725251,3.24
1,66058.0,0.1124503,3.24
1,35868.0,0.2070994,3.24
1,50222.0,0.156599,3.52
1,19906.0,0.3950928,3.52
1,27703.0,0.283894,3.52
2,38365.0,0.2049972,3.52
1,21927.0,0.3586773,3.52
1,31479.0,0.2498401,3.52
2,85234.0,0.0971239,3.43
1,85234.0,0.0971239,3.43
1,23662.0,0.330212,3.4
1,11758.0,0.6645242,3.4
2,26316.0,0.2969097,3.4
1,33125.0,0.2358785,3.4
1,19688.0,0.3968649,3.4
2,65833.0,0.0888789,2.54
1,65833.0,0.0888789,2.54
2,14485.0,0.6430312,4.51
1,31684.0,0.2939751,4.51
1,13438.0,0.6063806,3.59
2,9760.0,0.8348916,3.59
1,12898.0,0.6317679,3.59
1,17933.0,0.4000255,3.0
1,44784.0,0.1601835,3.0
2,31667.0,0.2265342,3.0
1,40671.0,0.1763826,3.0
1,65909.0,0.0869741,2.56
2,24507.0,0.2339077,2.56
1,26736.0,0.2144067,2.56
1,28705.0,0.2121083,2.76
1,20304.0,0.2998704,2.76
1,14216.0,0.4282898,2.76
2,35000.0,0.1739591,2.76
1,24345.0,0.2500952,2.76
1,21587.0,0.2820479,2.76
1,18315.0,0.4730875,4.13
1,85938.0,0.0707796,2.62
2,40938.0,0.1485821,2.62
1,43629.0,0.1394177,2.62
1,47917.0,0.1664502,3.39
1,21980.0,0.3628659,3.39
2,27031.0,0.2950609,3.39
1,31528.0,0.2529749,3.39
1,14107.0,0.711089,4.46
1,14621.0,0.6860907,4.46
1,28860.0,0.262645,3.37
1,17717.0,0.4278339,3.37
1,17429.0,0.4349036,3.37
2,17169.0,0.4414895,3.37
1,18800.0,0.403188,3.37
1,26052.0,0.2235526,2.6
2,31607.0,0.1842628,2.6
1,27215.0,0.2139994,2.6
1,16131.0,0.440306,3.22
1,14420.0,0.4925503,3.22
2,18173.0,0.3908312,3.22
1,41827.0,0.1698084,3.22
1,15998.0,0.4439665,3.22
1,63494.0,0.1118945,3.28
2,63255.0,0.1030249,2.72
1,63255.0,0.1030249,2.72
2,45012.0,0.1330314,2.62
1,31354.0,0.1909807,2.62
1,21094.0,0.4023252,3.65
1,20852.0,0.4069944,3.65
1,41190.0,0.1394496,2.41
2,40179.0,0.1429585,2.41
1,40786.0,0.1408309,2.41
1,7880.0,1.0784476,4.18
2,26371.0,0.3222543,4.18
1,9559.0,0.8890226,4.18
1,38750.0,0.2185135,3.54
1,31563.0,0.2682697,3.54
1,31250.0,0.2709567,3.54
1,21875.0,0.4054867,3.76
1,32279.0,0.2747923,3.76
1,27000.0,0.3285193,3.76
2,34063.0,0.2604005,3.76
1,28006.0,0.3167186,3.76
1,32061.0,0.2411378,3.5
1,21927.0,0.3525844,3.5
1,18446.0,0.4191216,3.5
2,32117.0,0.2407173,3.5
1,21853.0,0.3537783,3.5
1,21953.0,0.3521668,3.5
1,23402.0,0.3303614,3.5
1,70250.0,0.1362655,4.07
1,26473.0,0.3616007,4.07
2,19156.0,0.4997209,4.07
1,26500.0,0.3612322,4.07
2,72813.0,0.1532438,4.63
1,72813.0,0.1532438,4.63
1,31616.0,0.2337075,3.23
1,21429.0,0.3448083,3.23
1,13872.0,0.5326482,3.23
2,16406.0,0.4503777,3.23
1,18607.0,0.397103,3.23
1,16179.0,0.4761703,3.4
1,17089.0,0.4508139,3.4
2,15625.0,0.4930534,3.4
1,33250.0,0.231698,3.4
1,16752.0,0.4598829,3.4
1,90809.0,0.0929442,3.69
1,12417.0,0.6797269,3.69
1,10893.0,0.774825,3.69
2,13036.0,0.6474508,3.69
1,12167.0,0.6936935,3.69
2,25919.0,0.2297704,2.71
1,25919.0,0.2297704,2.71
2,11071.0,0.5405208,2.71
1,11071.0,0.5405208,2.71
2,34167.0,0.1651313,2.36
1,34436.0,0.1638413,2.36
1,24167.0,0.3065652,3.25
1,17031.0,0.4350162,3.25
1,21516.0,0.3443373,3.25
2,19457.0,0.3807761,3.25
1,21489.0,0.3447699,3.25
1,19000.0,0.505615,4.13
1,19005.0,0.505482,4.13
1,24402.0,0.3406051,3.66
2,32279.0,0.2574877,3.66
1,25188.0,0.3299764,3.66
2,7115.0,0.6213345,2.07
1,7115.0,0.6213345,2.07
1,28750.0,0.270337,3.31
1,31750.0,0.2447934,3.31
1,34233.0,0.2270379,3.31
2,32282.0,0.2407592,3.31
1,30521.0,0.2546505,3.31
1,32016.0,0.2427595,3.31
1,63438.0,0.0891356,2.41
1,30676.0,0.1843326,2.41
2,97738.0,0.0578545,2.41
1,57241.0,0.0987856,2.41
2,16471.0,0.4286744,2.95
1,25521.0,0.2766622,2.95
1,55268.0,0.121095,2.94
1,53302.0,0.1255615,2.94
2,54256.0,0.1233537,2.94
1,27188.0,0.246163,2.94
1,53579.0,0.1249124,2.94
1,87857.0,0.0761999,2.92
1,12056.0,0.5552998,2.92
1,21116.0,0.3170437,2.92
2,56604.0,0.1182725,2.92
1,50588.0,0.1323376,2.92
1,38691.0,0.1730298,2.92
2,60744.0,0.1069322,2.65
1,57619.0,0.1127317,2.65
2,30515.0,0.1991554,2.79
1,7214.0,0.8424211,2.79
1,80833.0,0.0772223,2.64
1,86058.0,0.0725337,2.64
2,70082.0,0.0890687,2.64
1,69621.0,0.0896584,2.64
1,24167.0,0.3079971,3.24
2,35556.0,0.2093421,3.24
1,35093.0,0.212104,3.24
1,7632.0,0.9811784,3.16
2,20852.0,0.3591192,3.16
1,18837.0,0.3975343,3.16
2,40625.0,0.1928177,3.5
1,28125.0,0.2785145,3.5
2,9185.0,0.6300054,2.34
1,8533.0,0.6781436,2.34
2,19844.0,0.3961177,3.75
1,14922.0,0.5267765,3.75
2,52734.0,0.1069963,2.6
1,28625.0,0.1971124,2.6
2,54712.0,0.1287286,2.91
1,54712.0,0.1287286,2.91
1,66000.0,0.0888289,2.47
1,17058.0,0.6220166,4.4
2,22292.0,0.4759716,4.4
1,21218.0,0.5000641,4.4
2,12188.0,0.4902102,2.61
1,21771.0,0.274433,2.61
1,24219.0,0.3393123,3.49
1,29145.0,0.2819628,3.49
1,24574.0,0.3344105,3.49
2,12500.0,0.455851,2.51
1,12500.0,0.455851,2.51
2,3846.0,1.1998756,2.23
1,3846.0,1.1998756,2.23
2,32132.0,0.2333273,3.32
1,32096.0,0.233589,3.32
1,39926.0,0.192391,3.79
2,34000.0,0.2259236,3.79
1,53355.0,0.1439678,3.79
2,26786.0,0.2572953,2.88
1,26786.0,0.2572953,2.88
2,67614.0,0.0807251,2.67
1,42500.0,0.1284271,2.67
1,20109.0,0.388934,3.86
1,13068.0,0.5407712,3.13
1,23750.0,0.2115382,2.27
1,21167.0,0.3282557,3.26
2,43365.0,0.1602257,3.26
1,29000.0,0.2395927,3.26
2,9257.0,0.6051132,2.52
1,9662.0,0.5797488,2.52
1,50089.0,0.1471019,3.11
2,45733.0,0.1611132,3.11
1,45948.0,0.1603593,3.11
1,15059.0,0.5098797,3.6
2,13125.0,0.5850116,3.6
1,14827.0,0.5178578,3.6
1,28750.0,0.2325807,2.84
1,36630.0,0.182547,2.84
2,41919.0,0.1595147,2.84
1,40211.0,0.1662902,2.84
1,102045.0,0.0772079,3.42
1,73404.0,0.1073331,3.42
1,19716.0,0.3996083,3.42
2,71304.0,0.1104942,3.42
1,12614.0,0.6245979,3.42
1,64848.0,0.1214945,3.42
1,10333.0,0.7981912,3.69
2,22500.0,0.2574513,2.66
1,26031.0,0.222529,2.66
1,51528.0,0.1311681,3.39
2,37100.0,0.1821787,3.39
1,36450.0,0.1854275,3.39
1,66027.0,0.1227964,3.42
1,31875.0,0.2543647,3.42
1,32712.0,0.2478563,3.42
2,36028.0,0.2250438,3.42
1,19000.0,0.4267303,3.42
1,35000.0,0.2316536,3.42
1,38125.0,0.1562114,2.51
2,17826.0,0.334094,2.51
1,22679.0,0.2626024,2.51
1,75417.0,0.0915757,2.92
1,19103.0,0.3615329,2.92
1,33632.0,0.205351,2.92
2,46985.0,0.1469908,2.92
1,63083.0,0.1094806,2.92
1,45846.0,0.1506427,2.92
1,48021.0,0.1215845,2.56
1,55321.0,0.1055406,2.56
2,48516.0,0.120344,2.56
1,48750.0,0.1197664,2.56
2,31364.0,0.1922546,2.82
1,31364.0,0.1922546,2.82
1,14853.0,0.464511,3.14
1,14779.0,0.4668369,3.14
1,9479.0,0.9155903,4.16
1,9479.0,0.9155903,4.16
2,27444.0,0.2429113,2.69
1,26639.0,0.2502518,2.69
1,35549.0,0.207152,3.15
2,90833.0,0.0810724,3.15
1,60984.0,0.1207537,3.15
1,22558.0,0.3868127,3.82
1,22865.0,0.3816191,3.82
1,7095.0,1.1991613,3.93
1,14409.0,0.5904677,3.93
2,11675.0,0.7287409,3.93
1,13150.0,0.647,3.93
1,32614.0,0.2273245,3.03
2,24607.0,0.3012948,3.03
1,24643.0,0.3008547,3.03
1,12414.0,0.7093831,3.89
1,14167.0,0.6216053,3.89
2,29333.0,0.1747014,2.37
1,28333.0,0.1808674,2.37
1,6983.0,1.295252,3.89
1,6983.0,1.295252,3.89
1,38542.0,0.1808392,2.95
1,37917.0,0.18382,2.95
2,52643.0,0.1323994,2.95
1,50606.0,0.1377288,2.95
1,24453.0,0.3144253,3.32
2,49911.0,0.1540471,3.32
1,49286.0,0.1560005,3.32
1,16006.0,0.385999,2.63
2,44211.0,0.1397458,2.63
1,24886.0,0.2482641,2.63
2,36458.0,0.2507334,3.8
1,36458.0,0.2507334,3.8
2,81000.0,0.0822742,2.84
1,81000.0,0.0822742,2.84
1,35129.0,0.1205266,2.26
2,22895.0,0.1849303,2.26
1,12115.0,0.3494824,2.26
1,45096.0,0.1494038,3.36
1,33598.0,0.2005332,3.36
2,24221.0,0.2781683,3.36
1,32614.0,0.2065835,3.36
1,54118.0,0.1101812,2.6
1,51023.0,0.1168647,2.6
2,67933.0,0.0877745,2.6
1,52228.0,0.1141684,2.6
1,26900.0,0.2918654,3.84
2,52500.0,0.1276514,2.96
1,52500.0,0.1276514,2.96
1,26875.0,0.2077154,2.5
2,22404.0,0.2491676,2.5
1,23167.0,0.2409614,2.5
1,21944.0,0.2814748,2.88
1,33139.0,0.1863871,2.88
2,48851.0,0.1264392,2.88
1,52431.0,0.1178059,2.88
1,39051.0,0.1581696,2.88
2,41530.0,0.1463349,2.64
1,41530.0,0.1463349,2.64
2,53144.0,0.1009729,2.26
1,53068.0,0.1011175,2.26
1,70313.0,0.0927027,2.92
1,14333.0,0.4547688,2.92
1,26017.0,0.2505363,2.92
2,35252.0,0.184903,2.92
1,35851.0,0.1818137,2.92
1,33503.0,0.1945558,2.92
1,34464.0,0.1823427,2.66
2,24271.0,0.2589205,2.66
1,33214.0,0.1892051,2.66
1,28299.0,0.323767,3.8
1,44077.0,0.2078699,3.8
1,26471.0,0.3461253,3.8
2,45521.0,0.201276,3.8
1,108393.0,0.0845284,3.8
1,38088.0,0.2405556,3.8
2,66103.0,0.1495276,3.97
1,65294.0,0.1513803,3.97
1,34545.0,0.1919593,3.18
1,10238.0,0.6477079,3.18
2,57885.0,0.1145587,3.18
1,34773.0,0.1907006,3.18
2,76094.0,0.0966455,3.04
1,75156.0,0.0978517,3.04
2,89792.0,0.0535825,2.0
1,89792.0,0.0535825,2.0
1,39345.0,0.1642292,2.79
1,32014.0,0.2018366,2.79
1,41336.0,0.1563189,2.79
2,52375.0,0.1233718,2.79
1,46477.0,0.1390278,2.79
1,22885.0,0.4322624,4.4
1,22885.0,0.4322624,4.4
1,40437.0,0.1867051,3.3
1,19464.0,0.3878849,3.3
1,15707.0,0.4806642,3.3
2,22297.0,0.3386013,3.3
1,13873.0,0.5442076,3.3
1,17337.0,0.4354728,3.3
1,16827.0,0.3434377,2.64
2,56500.0,0.1316857,3.1
1,56500.0,0.1316857,3.1
1,19943.0,0.3826973,3.47
1,9688.0,0.7877923,3.47
1,16789.0,0.4545912,3.47
2,25350.0,0.3010703,3.47
1,18772.0,0.40657,3.47
1,31771.0,0.2455584,3.23
1,65913.0,0.1183626,3.23
1,26311.0,0.2965161,3.23
2,60968.0,0.1279628,3.23
1,77778.0,0.1003065,3.23
1,34375.0,0.2269567,3.23
2,19926.0,0.2776259,2.48
1,19926.0,0.2776259,2.48
1,26629.0,0.3063094,3.41
2,25268.0,0.322808,3.41
1,26176.0,0.3116104,3.41
2,65417.0,0.1047104,2.83
1,25521.0,0.2684002,2.83
1,52727.0,0.1306355,3.27
1,21140.0,0.3258286,3.27
2,7431.0,0.9269299,3.27
1,22451.0,0.3068022,3.27
2,46218.0,0.1480728,2.92
1,46218.0,0.1480728,2.92
1,35948.0,0.1795057,2.87
1,26370.0,0.244705,2.87
1,5833.0,1.1062695,2.87
1,19592.0,0.3293625,2.87
2,22066.0,0.292435,2.87
1,9712.0,0.6644223,2.87
1,21453.0,0.300791,2.87
