race_eth_code,median_income,affordability_ratio,ave_fam_size
1,89201.0,0.0890403,3.38
1,80625.0,0.0985114,3.38
1,46667.0,0.1701948,3.38
2,42283.0,0.187841,3.38
1,61025.0,0.1301513,3.38
1,35556.0,0.2316321,3.56
1,60156.0,0.1369092,3.56
1,39922.0,0.2063,3.56
2,55153.0,0.1493284,3.56
1,40053.0,0.2056253,3.56
1,21406.0,0.4041897,3.78
2,65216.0,0.1326681,3.78
1,40170.0,0.2153867,3.78
1,56864.0,0.1246288,3.38
1,36136.0,0.1961172,3.38
1,24800.0,0.2857617,3.38
2,36964.0,0.1917241,3.38
1,46250.0,0.1532301,3.38
1,27245.0,0.2601171,3.38
1,16875.0,0.5606988,3.93
1,22895.0,0.413269,3.93
1,12188.0,0.5347107,2.88
1,22393.0,0.2910309,2.88
1,20528.0,0.3174715,2.88
2,37447.0,0.1740341,2.88
1,41800.0,0.1559104,2.88
1,33898.0,0.1922548,2.88
1,75677.0,0.08948,2.81
1,18462.0,0.3667847,2.81
1,46032.0,0.1471059,2.81
2,37188.0,0.1820904,2.81
1,45595.0,0.1485158,2.81
1,43000.0,0.256666,4.58
1,7317.0,0.8627511,2.95
2,21374.0,0.2953471,2.95
1,20024.0,0.3152592,2.95
1,55500.0,0.143285,3.38
2,55060.0,0.14443,3.38
1,55202.0,0.1440585,3.38
1,49000.0,0.1410404,3.05
1,24521.0,0.2818392,3.05
1,33116.0,0.20869,3.05
2,36493.0,0.1893782,3.05
1,20441.0,0.338094,3.05
1,33677.0,0.2052136,3.05
1,42250.0,0.1783074,3.11
1,21446.0,0.4302208,4.04
2,92171.0,0.1001022,4.04
1,21804.0,0.423157,4.04
1,17768.0,0.4485793,3.67
2,11473.0,0.6947056,3.67
1,17527.0,0.4547474,3.67
2,29250.0,0.2460347,3.11
1,29625.0,0.2429204,3.11
1,68214.0,0.1211844,3.59
1,71250.0,0.1160207,3.59
1,68214.0,0.1211844,3.59
1,20417.0,0.3957751,3.5
1,42938.0,0.1881909,3.5
1,22778.0,0.3547519,3.5
2,47059.0,0.1717108,3.5
1,24782.0,0.3260649,3.5
2,4915.0,0.93992,2.12
1,15260.0,0.3027331,2.12
1,24712.0,0.308547,3.38
2,36023.0,0.2116652,3.38
1,25964.0,0.2936687,3.38
1,30286.0,0.2826655,3.6
1,30071.0,0.2846865,3.6
1,33167.0,0.279189,4.01
1,21326.0,0.4342053,4.01
1,40729.0,0.227353,4.01
1,25684.0,0.3605303,4.01
1,50441.0,0.1347041,2.97
1,36974.0,0.1837673,2.97
1,26049.0,0.2608396,2.97
2,42538.0,0.1597304,2.97
1,37262.0,0.1823469,2.97
1,60455.0,0.0910696,2.5
1,3100.0,1.6929666,2.53
2,37443.0,0.1597692,2.5
1,35057.0,0.1706432,2.5
1,17500.0,0.4631371,3.86
1,9628.0,0.841805,3.86
1,20833.0,0.3001516,2.93
2,11848.0,0.5277733,2.93
1,11976.0,0.5221324,2.93
1,51042.0,0.1544644,3.37
1,72639.0,0.1085391,3.37
1,29808.0,0.2644985,3.37
2,50227.0,0.1569708,3.37
1,95385.0,0.0826563,3.37
1,41883.0,0.1882428,3.37
2,44233.0,0.1277916,2.66
1,43011.0,0.1314223,2.66
2,18646.0,0.3459164,2.87
1,18646.0,0.3459164,2.87
2,34719.0,0.1724424,2.54
1,40688.0,0.1471448,2.54
1,9569.0,0.7768736,3.19
1,29375.0,0.2530691,3.19
2,44623.0,0.1665935,3.19
1,110100.0,0.0675196,3.19
1,40040.0,0.1856619,3.19
2,19076.0,0.3103968,2.55
1,19125.0,0.3096016,2.55
2,60993.0,0.0960585,2.52
1,60993.0,0.0960585,2.52
2,35529.0,0.1870016,2.98
1,26406.0,0.2516087,2.98
1,33409.0,0.2014896,3.07
2,10517.0,0.6400652,3.07
1,26172.0,0.2572049,3.07
1,25787.0,0.3399678,3.91
1,26103.0,0.2852958,3.21
1,28438.0,0.2618706,3.21
1,32677.0,0.2278996,3.21
2,49773.0,0.1496208,3.21
1,65913.0,0.1129834,3.21
1,34135.0,0.2181654,3.21
2,28194.0,0.2943806,3.75
1,23214.0,0.3575328,3.75
2,18042.0,0.4017802,3.28
1,11538.0,0.6282647,3.28
2,35857.0,0.2169376,3.21
1,35857.0,0.2169376,3.21
1,19364.0,0.4571273,3.82
1,20481.0,0.4321963,3.82
1,42214.0,0.1475418,2.62
1,75923.0,0.0820348,2.62
1,38125.0,0.163366,2.62
2,51339.0,0.1213177,2.62
1,105481.0,0.0590469,2.62
1,48167.0,0.129307,2.62
1,66806.0,0.1030173,2.9
1,61563.0,0.1117907,2.9
2,110500.0,0.0622821,2.9
1,70809.0,0.0971935,2.9
1,15659.0,0.5439946,3.94
1,15659.0,0.5439946,3.94
2,53558.0,0.0958165,2.15
1,53558.0,0.0958165,2.15
1,41927.0,0.1794008,3.06
1,49479.0,0.1520188,3.06
2,49205.0,0.1528653,3.06
1,48112.0,0.1563381,3.06
1,52656.0,0.1461661,3.49
1,23264.0,0.330834,3.49
1,39191.0,0.1963849,3.49
2,53828.0,0.1429836,3.49
1,5104.0,1.5079391,3.49
1,39273.0,0.1959749,3.49
1,33625.0,0.1925975,2.73
2,53479.0,0.121096,2.73
1,44696.0,0.1448919,2.73
1,21574.0,0.3045918,2.77
2,74044.0,0.0887481,2.77
1,79839.0,0.0823064,2.77
1,77826.0,0.0844353,2.77
1,43686.0,0.1536715,2.91
1,16522.0,0.4063245,2.91
1,22875.0,0.2934773,2.91
2,46917.0,0.1430887,2.91
1,32439.0,0.2069513,2.91
1,35909.0,0.2109265,3.4
2,55395.0,0.13673,3.4
1,55066.0,0.137547,3.4
1,17950.0,0.54442,4.56
1,17950.0,0.54442,4.56
1,97813.0,0.0787477,3.58
1,7426.0,1.1716172,3.99
1,17944.0,0.4848657,3.99
2,12348.0,0.7046023,3.99
1,17585.0,0.4947643,3.99
1,14948.0,0.5657111,3.77
2,19750.0,0.4281646,3.77
1,19583.0,0.4318159,3.77
1,18856.0,0.5131128,4.15
1,19047.0,0.5079674,4.15
1,19091.0,0.4279364,3.61
1,21816.0,0.3744835,3.61
2,31750.0,0.2573144,3.61
1,21373.0,0.3822455,3.61
1,45250.0,0.2164047,4.17
1,48750.0,0.1564547,3.16
1,53854.0,0.1416268,3.16
2,56346.0,0.1353631,3.16
1,52372.0,0.1456344,3.16
1,37446.0,0.1923259,3.01
2,47019.0,0.1531686,3.01
1,46731.0,0.1541126,3.01
1,17257.0,0.4599576,3.58
2,20893.0,0.3799114,3.58
1,17431.0,0.4553662,3.58
2,48958.0,0.1459633,3.08
1,44631.0,0.1601145,3.08
1,19656.0,0.3931914,3.38
2,36500.0,0.2117416,3.38
1,26433.0,0.2923834,3.38
2,23276.0,0.2142095,2.09
1,23276.0,0.2142095,2.09
1,2500.0,1.58016,2.0
2,21635.0,0.3906677,3.9
1,5833.0,1.4490134,3.9
1,4583.0,1.2734977,2.44
1,65078.0,0.1235734,3.46
1,45464.0,0.1768852,3.46
1,33811.0,0.2378489,3.46
2,58958.0,0.1364006,3.46
1,74405.0,0.1080829,3.46
1,35352.0,0.227481,3.46
1,29821.0,0.2882666,3.57
1,15679.0,0.5482747,3.57
2,38393.0,0.2239054,3.57
1,26029.0,0.3302623,3.57
1,112813.0,0.0598713,2.94
1,30962.0,0.218147,2.94
1,51354.0,0.1315237,2.94
2,66741.0,0.1012012,2.94
1,65223.0,0.1035565,2.94
2,16852.0,0.3535819,2.56
1,17037.0,0.3497424,2.56
2,43162.0,0.1492966,2.69
1,43162.0,0.1492966,2.69
1,15274.0,0.4604377,3.42
1,15061.0,0.4669494,3.42
1,25000.0,0.3417528,3.73
2,23150.0,0.3690635,3.73
1,26932.0,0.3172367,3.73
1,16875.0,0.4082079,2.98
2,23333.0,0.295226,2.98
1,22404.0,0.3074678,2.98
1,17267.0,0.5099322,3.8
2,60288.0,0.146049,3.8
1,17350.0,0.5074928,3.8
2,72500.0,0.1203434,3.96
1,66250.0,0.1316966,3.96
1,38833.0,0.2540727,4.31
1,26183.0,0.3768248,4.31
1,28355.0,0.34796,4.31
1,19115.0,0.4447601,3.42
1,19375.0,0.4387917,3.42
1,12188.0,0.6593309,3.71
2,13682.0,0.5873355,3.71
1,13649.0,0.5887556,3.71
2,15321.0,0.2779102,1.94
1,15321.0,0.2779102,1.94
1,9188.0,1.0855399,4.31
1,29052.0,0.3433134,4.31
1,28513.0,0.3498033,4.31
2,55000.0,0.1298815,3.13
1,75227.0,0.094959,3.13
1,40833.0,0.1657906,2.87
1,26779.0,0.2527998,2.87
2,47188.0,0.1434629,2.87
1,31063.0,0.2179354,2.87
1,23750.0,0.3426337,3.47
1,21250.0,0.3829436,3.47
1,32039.0,0.2859065,3.92
1,22261.0,0.411489,3.92
1,39438.0,0.2322673,3.92
2,50250.0,0.1822917,3.92
1,39784.0,0.2302473,3.92
1,16250.0,0.4045434,3.19
1,20779.0,0.316369,3.19
1,22225.0,0.2957854,3.19
2,31521.0,0.208554,3.19
1,33393.0,0.1968625,3.19
1,23172.0,0.2836972,3.19
1,55417.0,0.1318955,3.24
1,17431.0,0.4193249,3.24
2,17264.0,0.4233811,3.24
1,17372.0,0.420749,3.24
1,53214.0,0.1725173,3.69
2,31289.0,0.2934046,3.69
1,31914.0,0.2876586,3.69
1,29875.0,0.1968632,2.69
1,70893.0,0.0829601,2.69
2,56250.0,0.1045562,2.69
1,11923.0,0.4932726,2.69
1,34318.0,0.1713762,2.69
1,46424.0,0.1441701,2.85
1,96210.0,0.0695661,2.85
2,43058.0,0.1554404,2.85
1,44923.0,0.1489872,2.85
1,29254.0,0.3133866,3.98
1,25376.0,0.3612788,3.98
2,47639.0,0.1924434,3.98
1,26053.0,0.3518908,3.98
1,12665.0,0.5078412,2.94
2,25081.0,0.2564415,2.94
1,22941.0,0.2803631,2.94
1,12209.0,0.7572436,3.75
2,59044.0,0.1565813,3.75
1,11948.0,0.7737853,3.75
1,71186.0,0.093612,2.8
2,62639.0,0.1063853,2.8
1,65833.0,0.1012238,2.8
1,67000.0,0.0994607,2.8
1,23106.0,0.2762382,2.84
1,71983.0,0.0959939,3.15
1,30083.0,0.2121717,2.84
2,32222.0,0.198087,2.84
2,65882.0,0.1048834,3.15
1,71897.0,0.0961087,3.15
1,27131.0,0.2352571,2.84
2,46071.0,0.1395648,2.66
1,46071.0,0.1395648,2.66
1,44537.0,0.1605664,3.16
1,43880.0,0.1629705,3.16
1,36134.0,0.1979063,3.16
1,29120.0,0.245575,3.16
2,46418.0,0.1540597,3.16
1,54500.0,0.1312137,3.16
1,44018.0,0.1624596,3.16
2,26719.0,0.2806686,3.42
1,26719.0,0.2806686,3.42
2,39833.0,0.187303,3.31
1,53750.0,0.1388063,3.31
1,15236.0,0.3268318,2.4
1,24111.0,0.2065285,2.4
1,15613.0,0.3189399,2.4
1,22386.0,0.3245064,3.25
2,15313.0,0.4743943,3.25
1,21591.0,0.336455,3.25
1,32558.0,0.1939649,2.98
2,68672.0,0.0919604,2.98
1,55076.0,0.1146617,2.98
2,24000.0,0.2157364,2.32
1,24000.0,0.2157364,2.32
1,34942.0,0.1975316,3.35
1,31027.0,0.2224562,3.35
1,24992.0,0.2761743,3.35
2,31380.0,0.2199538,3.35
1,15268.0,0.4520664,3.35
1,27359.0,0.2522808,3.35
1,20625.0,0.2753673,2.41
1,45898.0,0.1237407,2.41
1,46658.0,0.1732929,3.63
1,41184.0,0.1494795,2.79
2,16383.0,0.3757654,2.79
1,18214.0,0.3379908,2.79
1,19375.0,0.3177375,2.79
1,34950.0,0.2411815,3.73
2,25458.0,0.3311059,3.73
1,28625.0,0.2944732,3.73
1,6701.0,0.9664254,2.81
1,22054.0,0.2936436,2.81
2,46188.0,0.1402099,2.81
1,38250.0,0.1693076,2.81
2,41061.0,0.1483206,2.67
1,41818.0,0.1456357,2.67
1,32045.0,0.2343312,3.33
1,26677.0,0.2814838,3.33
1,26676.0,0.2814944,3.33
2,50529.0,0.1486106,3.33
1,16864.0,0.4452765,3.33
1,35276.0,0.2128683,3.33
1,29096.0,0.2496398,3.08
1,28432.0,0.2554699,3.08
1,31394.0,0.2262446,3.36
2,50625.0,0.1403007,3.36
1,36490.0,0.1946485,3.36
1,22404.0,0.4615909,4.43
1,22404.0,0.4615909,4.43
2,72750.0,0.079892,2.43
1,58833.0,0.0987905,2.43
1,11771.0,0.6837568,3.32
2,30521.0,0.2318572,3.07
1,30521.0,0.2318572,3.07
1,50924.0,0.1805691,4.0
2,22202.0,0.4141654,4.0
1,42143.0,0.2181929,4.0
1,10278.0,0.8848908,4.03
1,10278.0,0.8848908,4.03
1,19583.0,0.4679245,3.95
1,16035.0,0.5714602,3.95
1,16512.0,0.5549518,3.95
1,33103.0,0.2184273,3.23
1,19824.0,0.3647397,3.23
1,28250.0,0.2559504,3.23
2,32336.0,0.2236083,3.23
1,42250.0,0.1711385,3.23
1,30250.0,0.2390281,3.23
1,59464.0,0.1048567,2.76
1,40625.0,0.1534818,2.76
1,31176.0,0.2,2.76
2,51840.0,0.1202778,2.76
1,49854.0,0.1250692,2.76
1,30129.0,0.3176751,4.08
1,40542.0,0.2360819,4.08
1,26216.0,0.3650913,4.08
2,40461.0,0.2365545,4.08
1,52872.0,0.1810265,4.08
1,29546.0,0.3239435,4.08
1,13864.0,0.480895,3.0
1,16837.0,0.3959807,3.0
2,19786.0,0.3369619,3.0
1,20741.0,0.3214468,3.0
1,17679.0,0.3771213,3.0
2,4345.0,1.7115537,3.52
1,10236.0,0.7265241,3.52
2,38795.0,0.2052123,3.41
1,38795.0,0.2052123,3.41
2,24551.0,0.2119535,2.16
1,24551.0,0.2119535,2.16
1,4005.0,1.5952426,3.06
2,40122.0,0.159238,3.06
1,14279.0,0.4474366,3.06
2,20694.0,0.3743219,3.64
1,21528.0,0.3598206,3.64
1,10833.0,0.6470631,3.27
2,18162.0,0.3859506,3.27
1,16098.0,0.4354351,3.27
1,77868.0,0.0826799,2.82
1,52250.0,0.1232176,2.82
2,79127.0,0.0813644,2.82
1,78214.0,0.0823141,2.82
1,36250.0,0.2105736,3.28
1,41250.0,0.1850495,3.28
2,65272.0,0.1169459,3.28
1,12217.0,0.6248091,3.28
1,47078.0,0.1621414,3.28
1,53068.0,0.1475549,3.45
2,13490.0,0.5804629,3.45
1,50913.0,0.1538005,3.45
1,27542.0,0.3202506,3.96
1,21344.0,0.4132469,3.96
1,16875.0,0.348228,2.64
1,23860.0,0.3387837,4.04
1,23860.0,0.3387837,4.04
1,51838.0,0.1382807,3.12
1,24375.0,0.2940798,3.12
1,46667.0,0.1536031,3.12
2,48571.0,0.1475818,3.12
1,50357.0,0.1423475,3.12
1,41272.0,0.1736818,3.12
1,50491.0,0.1694963,3.56
1,45769.0,0.2076366,4.0
1,31364.0,0.3030008,4.0
2,38056.0,0.2497193,4.0
1,37182.0,0.2555892,4.0
1,35451.0,0.2172344,3.48
1,31639.0,0.2434077,3.48
1,16809.0,0.458158,3.48
1,16884.0,0.4561228,3.48
2,29821.0,0.2582468,3.48
1,21974.0,0.3504677,3.48
1,14008.0,0.5497699,3.48
1,19374.0,0.3975006,3.48
1,54464.0,0.1117536,2.52
1,16058.0,0.4326286,3.02
1,10625.0,0.6538494,3.02
1,15341.0,0.4528486,3.02
1,25605.0,0.2848226,3.13
1,59139.0,0.1233176,3.13
1,33386.0,0.2184413,3.13
2,33348.0,0.2186902,3.13
1,107875.0,0.0676049,3.13
1,32892.0,0.2217221,3.13
1,26667.0,0.3053313,3.61
2,51520.0,0.1580409,3.61
1,39071.0,0.2083967,3.61
1,17461.0,0.4689344,3.52
2,21154.0,0.3870693,3.52
1,22917.0,0.3572921,3.52
1,33194.0,0.2575602,3.63
1,42083.0,0.203157,3.63
1,31505.0,0.2713682,3.63
2,40861.0,0.2092326,3.63
1,51250.0,0.1668186,3.63
1,33358.0,0.256294,3.63
1,27569.0,0.2893396,3.39
1,25707.0,0.3102969,3.39
1,15206.0,0.5245825,3.39
2,36250.0,0.2200497,3.39
1,19912.0,0.4006028,3.39
2,32537.0,0.2752732,3.66
1,34632.0,0.2586211,3.66
2,22527.0,0.2310401,2.18
1,22527.0,0.2310401,2.18
1,30677.0,0.2262514,3.0
1,23125.0,0.3395592,3.24
1,23750.0,0.3306234,3.24
1,20119.0,0.3796344,3.39
2,30750.0,0.2483858,3.39
1,23750.0,0.3215943,3.39
1,22031.0,0.3678105,3.46
2,28281.0,0.2865257,3.46
1,28854.0,0.2808357,3.46
1,39808.0,0.1769302,2.98
1,55541.0,0.1268115,2.98
1,33272.0,0.2116866,2.98
2,32211.0,0.2186593,2.98
1,72981.0,0.0965078,2.98
1,33735.0,0.2087813,2.98
1,67292.0,0.1101822,3.13
1,75521.0,0.0981764,3.13
1,37638.0,0.1969918,3.13
2,51719.0,0.1433589,3.13
1,57750.0,0.1283875,3.13
1,39188.0,0.1892002,3.13
2,42243.0,0.1209062,2.14
1,42243.0,0.1209062,2.14
2,12806.0,0.5414088,3.06
1,14158.0,0.4897076,3.06
1,36389.0,0.1805205,2.87
1,53017.0,0.1239029,2.87
2,56042.0,0.117215,2.87
1,49891.0,0.1316663,2.87
1,26058.0,0.3625715,4.2
1,28355.0,0.3332001,4.2
1,20807.0,0.423207,4.05
1,20521.0,0.4291052,4.05
1,23797.0,0.41959,4.72
1,24033.0,0.4154697,4.72
1,31500.0,0.2406015,3.3
2,26900.0,0.2817452,3.3
1,32077.0,0.2362735,3.3
2,61950.0,0.1067609,2.88
1,71434.0,0.0925867,2.88
1,53477.0,0.1048921,2.53
1,4472.0,1.4491424,2.92
2,28288.0,0.2290924,2.92
1,27512.0,0.2355541,2.92
2,23750.0,0.2521453,2.48
1,23750.0,0.2521453,2.48
2,11750.0,0.6795051,3.3
1,11607.0,0.6878767,3.3
2,37151.0,0.1487235,2.57
1,43385.0,0.1273534,2.57
1,41250.0,0.1802714,3.37
1,37946.0,0.2514501,4.44
1,38287.0,0.2492106,4.44
1,19188.0,0.2465692,2.03
1,35811.0,0.200763,3.13
2,4919.0,1.4615825,3.13
1,30732.0,0.2339426,3.13
1,22813.0,0.3091186,2.97
2,22688.0,0.3108217,2.97
1,22399.0,0.314832,2.97
1,15455.0,0.4158197,2.93
1,17273.0,0.3720542,2.93
2,44083.0,0.1282908,2.45
1,43167.0,0.1310131,2.45
1,27604.0,0.3091487,3.55
2,33594.0,0.2540257,3.55
1,29063.0,0.293629,3.55
1,46905.0,0.176059,3.44
1,36563.0,0.225858,3.44
2,72994.0,0.1131332,3.44
1,43611.0,0.189357,3.44
1,26914.0,0.2963115,3.29
2,91250.0,0.0873965,3.29
1,26563.0,0.3002269,3.29
1,12500.0,0.5782874,3.36
1,12500.0,0.5782874,3.36
1,30625.0,0.2508607,3.36
1,20417.0,0.3762848,3.36
1,19425.0,0.395501,3.36
2,31014.0,0.2477142,3.36
1,22148.0,0.3468759,3.36
2,16250.0,0.3972058,3.02
1,14286.0,0.4518125,3.02
2,70952.0,0.0826194,3.04
1,70952.0,0.0826194,3.04
1,72669.0,0.0776515,2.65
1,13424.0,0.6080066,3.59
1,23078.0,0.353665,3.59
1,15625.0,0.479402,3.23
1,32139.0,0.2330706,3.23
1,19870.0,0.3769832,3.23
2,51319.0,0.1459626,3.23
1,29922.0,0.2503394,3.23
2,31974.0,0.1969769,2.63
1,30921.0,0.2036849,2.63
1,52269.0,0.1522438,3.54
1,31534.0,0.2523508,3.54
1,26532.0,0.2999257,3.54
1,37381.0,0.212879,3.54
2,26840.0,0.296484,3.54
1,42770.0,0.1860563,3.54
1,31941.0,0.2491353,3.54
1,19958.0,0.3665645,3.28
2,40476.0,0.1807465,3.28
1,30078.0,0.2432308,3.28
1,44618.0,0.2021212,4.03
1,44896.0,0.2008697,4.03
1,13667.0,0.5402453,3.21
1,17313.0,0.4264733,3.21
2,23108.0,0.3195228,3.21
1,12344.0,0.5981475,3.21
1,19368.0,0.3812233,3.21
1,92785.0,0.0726611,2.97
1,27260.0,0.2473171,2.97
1,55700.0,0.1210389,2.97
2,67813.0,0.0994185,2.97
1,39038.0,0.1727,2.97
1,56183.0,0.1199983,2.97
1,44554.0,0.1325565,2.47
2,78250.0,0.0754751,2.47
1,79375.0,0.0744053,2.47
1,40648.0,0.2118363,3.73
1,20360.0,0.4229234,3.73
2,21808.0,0.3948423,3.73
1,21598.0,0.3986814,3.73
2,13509.0,0.5726139,3.42
1,13662.0,0.5662012,3.42
1,7935.0,0.8912867,3.24
1,33333.0,0.2539526,3.63
1,28175.0,0.3004437,3.63
1,19466.0,0.4348608,3.63
2,39234.0,0.2157568,3.63
1,25000.0,0.3386,3.63
1,27896.0,0.3034486,3.63
1,43786.0,0.1625308,2.94
1,96154.0,0.0740122,2.94
2,6897.0,0.7585247,2.53
1,6897.0,0.7585247,2.53
1,21742.0,0.3011075,2.89
2,47885.0,0.1367167,2.89
1,21098.0,0.3102986,2.89
1,16449.0,0.4509033,3.41
1,16790.0,0.4417456,3.41
1,62250.0,0.1539235,4.22
1,7153.0,1.3395413,4.22
1,16875.0,0.5678067,4.22
1,18720.0,0.4555724,3.52
1,19732.0,0.4322073,3.52
1,14207.0,0.6161994,3.68
2,21364.0,0.4097709,3.68
1,20114.0,0.4352364,3.68
2,40868.0,0.1434378,2.37
1,40957.0,0.1431261,2.37
1,19640.0,0.3452474,2.98
2,79018.0,0.0858116,2.98
1,20476.0,0.3311516,2.98
2,17019.0,0.4676193,3.78
1,17019.0,0.4676193,3.78
1,75125.0,0.0916293,2.92
1,68846.0,0.0999862,2.92
1,31250.0,0.2202768,2.92
2,50167.0,0.1372147,2.92
1,51034.0,0.1348836,2.92
1,49045.0,0.1403537,2.92
1,20652.0,0.4507746,4.01
1,20652.0,0.4507746,4.01
1,9921.0,1.0168273,4.77
1,9921.0,1.0168273,4.77
1,26250.0,0.198272,2.18
2,48017.0,0.1436437,2.9
1,48017.0,0.1436437,2.9
1,69318.0,0.0969115,3.24
1,36364.0,0.1847351,3.24
1,21714.0,0.3093722,3.24
2,30464.0,0.220513,3.24
1,77153.0,0.08707,3.24
1,27174.0,0.2472109,3.24
1,25804.0,0.2578841,2.97
2,47273.0,0.1407662,2.97
1,27596.0,0.2411379,2.97
2,6964.0,0.8840971,3.16
1,18750.0,0.3283655,3.16
1,11736.0,0.7244824,3.74
1,22132.0,0.3841734,3.74
2,55536.0,0.1530994,3.74
1,19227.0,0.442218,3.74
1,22283.0,0.3815701,3.74
1,63490.0,0.1209391,3.29
1,32713.0,0.2347208,3.29
1,20393.0,0.3765224,3.29
2,22174.0,0.3462804,3.29
1,33575.0,0.2286946,3.29
1,30115.0,0.25497,3.29
1,20711.0,0.3833137,3.83
1,20711.0,0.3833137,3.83
2,20436.0,0.2689489,2.3
1,20436.0,0.2689489,2.3
2,58114.0,0.0861804,2.29
1,57895.0,0.0865064,2.29
1,37679.0,0.1812744,2.82
1,37969.0,0.1798898,2.82
1,51757.0,0.1319674,2.82
2,52595.0,0.1298647,2.82
1,85781.0,0.0796241,2.82
1,46809.0,0.1459172,2.82
1,38056.0,0.2363412,3.83
1,38056.0,0.2363412,3.83
1,44194.0,0.1225731,2.56
1,23542.0,0.2300993,2.56
1,35759.0,0.2116904,3.94
1,36205.0,0.2090827,3.94
2,34259.0,0.1806162,2.7
1,33333.0,0.1856338,2.7
2,6932.0,0.9423334,2.94
1,21042.0,0.3104389,2.94
1,24028.0,0.2681846,2.69
1,21599.0,0.3591856,3.37
2,16221.0,0.4782719,3.37
1,20507.0,0.3783122,3.37
2,11875.0,0.7347585,3.87
1,11875.0,0.7347585,3.87
2,45833.0,0.1047605,2.28
1,45833.0,0.1047605,2.28
1,28871.0,0.3022134,4.09
1,29395.0,0.2968261,4.09
2,56696.0,0.1012983,2.38
1,55714.0,0.1030837,2.38
1,20077.0,0.4443992,4.08
1,20596.0,0.4332008,4.08
1,15592.0,0.5217974,3.61
2,17833.0,0.4562253,3.61
1,16653.0,0.4885525,3.61
1,31932.0,0.3044457,4.4
2,31484.0,0.3087778,4.4
1,31743.0,0.3062584,4.4
1,10851.0,0.69784,3.22
2,26615.0,0.2845111,3.22
1,11436.0,0.6621425,3.22
1,38250.0,0.2021396,3.22
1,19511.0,0.3661395,2.95
1,23229.0,0.3075358,2.95
2,41994.0,0.1701135,2.95
1,41220.0,0.1733078,2.95
1,60298.0,0.134873,3.32
1,40703.0,0.1998028,3.32
2,53409.0,0.1522697,3.32
1,54735.0,0.1485808,3.32
1,50263.0,0.1601125,3.44
1,37286.0,0.2158379,3.44
1,33036.0,0.243605,3.44
2,61202.0,0.1314946,3.44
1,36000.0,0.2235481,3.44
1,37500.0,0.2146062,3.44
1,27163.0,0.2056175,2.69
1,26250.0,0.2127691,2.69
1,48167.0,0.1159547,2.69
2,26622.0,0.209796,2.69
1,31354.0,0.1781332,2.69
1,105662.0,0.0738573,3.24
1,46970.0,0.1661468,3.24
2,41000.0,0.1903394,3.24
1,47566.0,0.164065,3.24
1,29531.0,0.2489702,3.09
1,17333.0,0.4241816,3.09
1,53214.0,0.1381655,3.09
2,27390.0,0.2684315,3.09
1,26802.0,0.2743205,3.09
1,21932.0,0.3327882,3.59
1,32083.0,0.2274947,3.59
1,17642.0,0.4137122,3.59
2,34355.0,0.2124497,3.59
1,25750.0,0.2834451,3.59
1,34100.0,0.27544,4.12
1,28151.0,0.3336473,4.12
2,24722.0,0.3799249,4.12
1,28932.0,0.3246407,4.12
1,24452.0,0.3012967,3.14
2,56131.0,0.131252,3.14
1,35711.0,0.2063036,3.14
1,15980.0,0.4466589,3.27
1,14792.0,0.4825317,3.27
2,12469.0,0.5724284,3.27
1,15957.0,0.4473027,3.27
2,7256.0,0.7678523,2.31
1,7256.0,0.7678523,2.31
1,42000.0,0.1736734,3.05
1,67750.0,0.1076647,3.05
2,47000.0,0.1551975,3.05
1,48958.0,0.1489906,3.05
1,62589.0,0.0945261,2.5
1,62821.0,0.094177,2.5
1,46583.0,0.1624116,3.25
2,56027.0,0.1350353,3.25
1,46556.0,0.1625058,3.25
1,22411.0,0.2730378,2.58
2,77500.0,0.0789555,2.58
1,100152.0,0.0610976,2.58
2,49844.0,0.1320982,2.69
1,52900.0,0.124467,2.69
1,11792.0,0.5601979,2.77
1,13176.0,0.501355,2.77
2,41923.0,0.1575711,2.77
1,19559.0,0.3377399,2.77
1,37288.0,0.1796517,2.8
1,33171.0,0.2019491,2.8
2,59911.0,0.1118134,2.8
1,39053.0,0.1715323,2.8
1,87734.0,0.063338,2.47
2,60089.0,0.0881091,2.45
1,60089.0,0.0881091,2.45
2,11726.0,0.5270031,2.61
1,10119.0,0.6106966,2.61
1,23625.0,0.3750064,3.76
1,25968.0,0.3411709,3.76
2,40625.0,0.2180807,3.76
1,27180.0,0.3259576,3.76
1,55833.0,0.1319802,3.1
1,33750.0,0.2183363,3.1
1,52850.0,0.1394295,3.1
2,66723.0,0.1104394,3.1
1,52813.0,0.1395272,3.1
1,58333.0,0.1263239,3.1
1,9643.0,0.6175607,2.75
1,22929.0,0.4350809,4.15
2,70286.0,0.141934,4.15
1,23286.0,0.4284107,4.15
2,28000.0,0.2599566,2.97
1,31136.0,0.2337739,2.97
2,32941.0,0.2321664,3.34
1,32941.0,0.2321664,3.34
2,35303.0,0.1845973,2.72
1,35303.0,0.1845973,2.72
1,20300.0,0.4403546,3.83
2,49853.0,0.1793111,3.83
1,23750.0,0.3763873,3.83
2,12440.0,0.5331665,2.84
1,11071.0,0.5990959,2.84
1,40724.0,0.1312423,2.61
2,30789.0,0.1735916,2.61
1,30592.0,0.1747095,2.61
1,39120.0,0.1841577,3.57
1,47697.0,0.1695166,3.41
1,51310.0,0.1575801,3.41
1,32204.0,0.2510692,3.41
2,47708.0,0.1694775,3.41
